,Course Code,Course Name,Dept,Division,Division.1,Instructor(s),Registration Limit,Restrictions,Slot,Slot_code,Time,Type,Venue,Yxx ka Y
366,IE 663,Advanced Topics in Deep Learning,IE,,,I - P. Balamurugan, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
367,IE 683,Topics in Learning Algorithms,IE,,,I - N. Hemachandra, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
368,IE 683,Topics in Learning Algorithms,IE, M,,I - N. Hemachandra, 20,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
369,IE 684,IEOR Lab,IE,,,A - N. Hemachandra I - P. Balamurugan, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,6
370,IE 714,Quantitative Models for Supply Chain Management,IE,,,I - Rangaraj Narayan, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,7
371,IE 716,Integer Programming: Theory and Computations,IE,,,I - Ashutosh Mahajan, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
372,IE 716,Integer Programming: Theory and Computations,IE, M,,I - Ashutosh Mahajan, 40,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
373,IE 792,Communication Skills -II,IE,,,A - V. Naraya I - Siddhartha SenGupta, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,7
374,MA 105,Calculus,MA,,,I - K. Sureshkumar, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,1
375,MA 105,Calculus,MA,,,I - I12059 - Ashutosh Mahajan,,,X Wed-XD-19:00:00-20:25:00,0,Wed-XD-19:00:00-20:25:00,tutorial,  ,1
376,MA 214,Introduction to Numerical Analysis,MA, S1,,A - Saikat Mazumdar I - Harsha Hutridurga Ramaiah, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,2
377,MA 214,Introduction to Numerical Analysis,MA, S1,,A - 10001865 - Saikat Mazumdar I - 10001788 - Harsha Hutridurga Ramaiah,,,X Wed-XC-17:30:00-18:55:00,0,Wed-XC-17:30:00-18:55:00,tutorial,  ,2
378,MA 214,Introduction to Numerical Analysis,MA, S2,,A - Saikat Mazumdar I - Harsha Hutridurga Ramaiah, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,2
379,MA 214,Introduction to Numerical Analysis,MA, S2,,A - 10001865 - Saikat Mazumdar I - 10001788 - Harsha Hutridurga Ramaiah,,,X Wed-XC-17:30:00-18:55:00,0,Wed-XC-17:30:00-18:55:00,tutorial,  ,2
380,MA 406,General Topology,MA,,,I - Santanu Dey, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,4
381,MA 406,General Topology,MA,,,I - I09095 - Santanu Dey,,,X Wed-X3-16:00:00-17:00:00 Wed-XD-19:00:00-20:25:00,0,Wed-X3-16:00:00-17:00:00 Wed-XD-19:00:00-20:25:00,tutorial,  ,4
382,MA 406,General Topology,MA, M,,I - Sandip Singh, 20,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
383,MA 408,Measure Theory,MA,,,I - Niranjan Balachandran, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,4
384,MA 408,Measure Theory,MA,,,I - I11107 - Niranjan Balachandran,,,X Wed-X1-14:00:00-15:00:00,0,Wed-X1-14:00:00-15:00:00,tutorial,  ,4
385,MA 410,Multivariable Calculus,MA,,,I - Preeti Raman, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,4
386,MA 412,Complex Analysis,MA,,,I - Bata K. Das, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,4
387,MA 412,Complex Analysis,MA,,,,,,12 Mon-12A-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00,tutorial,  ,4
388,MA 414,Algebra I,MA,,,I - Sudarshan Gurjar, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,4
389,MA 414,Algebra I,MA,,,I - I15214 - Sudarshan Gurjar,,,X Wed-X2-15:00:00-16:00:00,0,Wed-X2-15:00:00-16:00:00,tutorial,  ,4
390,MA5106,Introduction to Fourier Analysis,MA,,,I - Sanjoy Pusti, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,1
391,MA5106,Introduction to Fourier Analysis,MA, M,,I - Sanjoy Pusti, 20,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,1
392,MA5108,Lie Groups & Lie Algebras,MA,,,I - Garge Shripad M., 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,1
393,MA5110,Non-commutative Algebra,MA,,,I - Puthenpurakal J Tony, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,1
394,MA5112,Introduction to Mathematical Methods,MA,,,I - Sivaji Ganesh S., 0,,7 Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,7,Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,timetable,  ,1
395,MA5112,Introduction to Mathematical Methods,MA,,,,,,15 Tue-15A-19:00:00-20:25:00,15, Tue-15A-19:00:00-20:25:00,tutorial,  ,1
396,MA 524,Algebraic Number Theory,MA,,,I - U.K.Adavardha, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,5
397,MA 526,Commutative Algebra,MA,,,I - Verma J.K., 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,5
398,MA 528,Hyperplane Arrangements,MA,,,I - Swapneel A. Mahajan, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,5
399,MA 532,Analytic Number Theory,MA,,,I - Saurav Bhaumik, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,5
400,MA 534,Modern Theory of PDE,MA,,,I - Pani A.K., 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,5
401,MA 540,Numerical Methods for Partial Differential Equations,MA,,,I - Nataraj Neela, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,5
402,MA 581,Elements of Differential Topology,MA,,,I - G. K. Srinivasan, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,5
403,MA 812,Algebra II,MA,,,I - Ravi Raghunathan, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
404,MA 814,Complex Analysis,MA,,,I - Sourav Pal, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,8
405,MA 816,Algebraic Topology,MA,,,I - Ronnie M. Sebastain, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,8
406,MA 818,Partial Differential Equations II,MA,,,I - M. Vanninathan, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
407,MA 820,Stochastic Processes,MA,,,I - Koushik Saha, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,8
408,MA 823,Probability,MA,,,I - K. Sureshkumar, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,8
409,MA 824,Functional Analysis,MA,,,I - Mayukh Mukherjee, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,8
410,MA 839,Advanced Commutative Algebra,MA,,,I - Athnarayan Hariharan, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,8
411,MA 846,Topics in Combinatories II,MA,,,I - K. Sivasubramanian, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,8
412,MA 862,Combinatorics II,MA,,,I - Srinivasan M.K., 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,8
413,MA 867,Statistical Modelling- I,MA,,,I - S. Mukhopadhyay, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,8
414,SI 402,Statistical Inference,SI,,,I - Sabnis S.V., 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,4
415,SI 402,Statistical Inference,SI,,,,,,7 Wed-7A-08:30:00-09:25:00,7,Wed-7A-08:30:00-09:25:00,tutorial,  ,4
416,SI 404,Applied Stochastic Processes,SI,,,I - Ayan Bhattacharya, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
417,SI 404,Applied Stochastic Processes,SI, M,,I - Ayan Bhattacharya, 20,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
418,SI 408,Data Structures,SI,,,I - Madhusudan Manjunath, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,4
419,SI 408,Data Structures,SI,,,,,,7 Fri-7B-08:30:00-09:25:00,7,Fri-7B-08:30:00-09:25:00,tutorial,  ,4
420,SI 416,Optimization,SI,,,I - Sabnis S.V., 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,4
421,SI 422,Regression Analysis,SI,,,I - Monika Bhattacharjee, 0,,8 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00 Wed-X1-14:00:00-15:00:00 Wed-X2-15:00:00-16:00:00,8,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00 Wed-X1-14:00:00-15:00:00 Wed-X2-15:00:00-16:00:00,timetable,  ,4
422,SI 509,Time Series Analysis,SI,,,I - Joshi Rajani R., 0, View,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,5
423,SI 509,Time Series Analysis,SI,,,,, View,X Wed-X1-14:00:00-15:00:00,0,Wed-X1-14:00:00-15:00:00,tutorial,  ,5
424,SI 514,Statistical Modeling,SI,,,I - Ashish Das, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,5
425,SI 526,Experimental Designs,SI,,,I - Subramanyam A., 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,5
426,SI 527,Introduction to Derivative Pricing,SI,,,I - S.Baskar, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,5
427,SI 534,Nonparametric Statistics,SI,,,I - Radhendushka Srivastava, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,5
428,SI 536,Analysis of Multi-Type and Big Data,SI,,,I - Kalyan Das, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,5
429,MGT804,Qualitative Research Methodologies,MG,,,I - T.T. Niranjan, 10,,,1,0,timetable,  ,8
430,MGT805,Survey Research & Experimentation,MG,,,I - Ashish Singh, 0,,,0,,timetable,  ,8
431,SOM612,Business Research Methods,SO,,,I - Ashish Singh, 0,,,0,,timetable,  ,6
432,SOM613,Corporate Fice - II,SO,,,I - S.V.D.Nageswara Rao, 0,,,0,,timetable,  ,6
433,SOM614,Organization Behavior & Human Resources I,SO,,,I - Bhargava S, 0,,,0,,timetable,  ,6
434,SOM615,Operations Management II,SO,,,I - Indrajit Mukherjee, 0,,,0,,timetable,  ,6
435,SOM616,Technology Management,SO,,,I - Karuna Jain, 0,,,0,,timetable,  ,6
436,SOM617,Corporate Strategy,SO,,,I - Snehal Awate, 0,,,0,,timetable,  ,6
437,SOM618,Organization Behavior & Human Resources II,SO,,,I - Ashish Pandey, 0,,,0,,timetable,  ,6
438,SOM619,Corporate Goverce and Business Ethics,SO,,,I - Varadraj B. Bapat, 0,,,0,,timetable,  ,6
439,SOM620,Business and Sustainable Development,SO,,,I - Trupti Mishra, 60,,,6,0,timetable,  ,6
440,SOM621,Legal Aspects of Business,SO,,,I - Varadraj B. Bapat, 0,,,0,,timetable,  ,6
441,SOM623,Final Project,SO,,,I - S.N.Rao, 0,,,0,,timetable,  ,6
442,SOM634,Purchasing and Supply Management,SO,,,I - Atul Kanyalkar, 40,,,4,0,timetable,  ,6
443,SOM642,Business Forecasting,SO,,,I - Pankaj Dutta, 40,,,4,0,timetable,  ,6
444,SOM643,Introduction to ERP,SO,,,I - Atul Kanyalkar, 40,,,4,0,timetable,  ,6
445,SOM652,Indian Ficial and Business Model,SO,,,I - Varadraj B. Bapat, 60,,,6,0,timetable,  ,6
446,SOM664,Business to Business Marketing,SO,,,I - Dinesh Sharma, 60,,,6,0,timetable,  ,6
447,SOM665,Consumer Behaviour,SO,,,I - Dinesh Sharma, 60,,,6,0,timetable,  ,6
448,SOM673,Managerial Effectiveness Skills,SO,,,I - Bhargava S, 60,,,6,0,timetable,  ,6
449,SOM679,Competitiveness for Sustainable Enterprise,SO,,,I - Kiran Kumar Momaya, 50,,,5,0,timetable,  ,6
450,SOM680,Managing Intellectual Property,SO,,,I - Karuna Jain, 60,,,6,0,timetable,  ,6
451,SOM681,Historical and Contemporary Perspectives in International Business,SO,,,I - S.N.Rao, 60,,,6,0,timetable,  ,6
452,SOM691,Intelligent Systems,SO,,,I - Sonar M Rajendra, 60,,,6,0,timetable,  ,6
453,SOM693,Information Technology Infrastructure Management,SO,,,I - Sonar M Rajendra, 60,,,6,0,timetable,  ,6
454,SOM698,Management of Banking and Ficial Services,SO,,,I - Piyush Pandey, 60,,,6,0,timetable,  ,6
455,SOM700,Managing Digital Products,SO,,,I - Sonar M Rajendra, 60,,,6,0,timetable,  ,7
456,SOM701,Online Marketing,SO,,,I - Dinesh Sharma, 0,,,0,,timetable,  ,7
457,SOM707,Behavioral Fice,SO,,,I - S.N.Rao, 60,,,6,0,timetable,  ,7
458,SOM711,Behavioural Economics,SO,,,I - Sarthak Gaurav, 60,,,6,0,timetable,  ,7
459,SOM712,Management of Digital Transformation in Enterprise,SO,,,I - Sonar M Rajendra, 60,,,6,0,timetable,  ,7
460,SOM716,Economics of Firm Strategy,SO,,,I - Vinish Kathuria, 60,,,6,0,timetable,  ,7
461,SOM718,Money: Past Present and Future,SO,,,I - Rohan Chinchwadkar, 40,,,4,0,timetable,  ,7
462,SOM744,Multivariate Data Analysis,SO,,,I - Usha Athakumar, 40,,,4,0,timetable,  ,7
463,SC 202,Signals and Feedback Systems,SC, M,,A - Nataraj P.S.V. I - Bandyopadhyay B., 25,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
464,SC 602,Control of Nonlinear Dynamical Systems,SC,,,I - Sukumar Srikant, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
465,SC 602,Control of Nonlinear Dynamical Systems,SC, M,,I - Sukumar Srikant, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
466,SC 607,Optimization,SC,,,I - Ankur Kulkarni, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,6
467,SC 607,Optimization,SC, M,,I - Ankur Kulkarni, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,6
468,SC 626,Systems and Control Engineering Laboratory,SC,,,A - Leena Vachhani I - Arpita Sinha, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,6
469,SC 630,Variable Structure and Sliding Mode Control,SC,,,I - Bandyopadhyay B., 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
470,SC 630,Variable Structure and Sliding Mode Control,SC, M,,I - Bandyopadhyay B., 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
471,SC 635,Advanced Topics in Mobile Robotics,SC,,,A - Leena Vachhani I - Arpita Sinha, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
472,SC 635,Advanced Topics in Mobile Robotics,SC, M,,A - Leena Vachhani I - Arpita Sinha, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
473,SC 638,Quantum Control,SC,,,I - Navin Khaneja, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
474,SC 638,Quantum Control,SC, M,,I - Navin Khaneja, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
475,SC 640,Applied Predictive Analytics,SC,,,I - Nataraj P.S.V., 20,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
476,SC 647,Topological Methods in Control and Data Science,SC,,,I - Debasish Chatterjee, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
477,SC 647,Topological Methods in Control and Data Science,SC, M,,I - Debasish Chatterjee, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
478,SC 702,Linear Systems Theory for PDEs,SC,,,I - Vivek Natarajan, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,7
479,SC 702,Linear Systems Theory for PDEs,SC, M,,I - Vivek Natarajan, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,7
480,SC 792,Communication Skills -II,SC,,,I - Vivek Natarajan, 0,,X Wed-XC-17:30:00-18:55:00 Wed-XD-19:00:00-20:25:00,0,Wed-XC-17:30:00-18:55:00 Wed-XD-19:00:00-20:25:00,timetable,  ,7
